cluster,pro,reg,sci,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
91,2,1,30,"offshore grid, 0.1409, 25, 59 ; north sea, 0.0664, 18, 40 ; cross border, 0.0173, 0, 0 ; transmission system, 0.0171, 6, 8 ; electricity infrastructure, 0.0170, 2, 2",0.4263,1.0,offshore grid ; north sea ; cross border ; transmission system ; electricity infrastructure
92,0,0,3,"offshore grids, 0.2545, 3, 3 ; simulation results, 0.2271, 2, 2 ; paper presents, 0.2122, 2, 2 ; grid forming, 0.0448, 1, 1 ; meshed offshore, 0.0430, 1, 1",0.7111,1.0,offshore grids ; simulation results ; paper presents ; grid forming ; meshed offshore
93,0,0,1,"rights reserved, 0.6976, 1, 1 ; energy islands, 0.2789, 0, 0",0.6667,1.0,rights reserved ; energy islands
94,0,0,2,"feasibility study, 0.3502, 2, 2 ; power grid, 0.3292, 2, 2 ; natural gas, 0.3168, 2, 2",1.0,1.0,feasibility study ; power grid ; natural gas
95,1,0,2,"offshore grid, 0.3726, 1, 1 ; long term, 0.1234, 0, 0 ; elsevier ltd, 0.0737, 1, 1 ; energy projects, 0.0697, 1, 4 ; rights reserved, 0.0640, 1, 1",0.2444,1.0,offshore grid ; long term ; elsevier ltd ; energy projects ; rights reserved
96,0,0,35,"offshore wind, 0.0560, 31, 82 ; wind power, 0.0483, 15, 49 ; offshore grid, 0.0475, 26, 59 ; wind farms, 0.0452, 21, 35 ; offshore wind power, 0.0326, 12, 27",0.661,1.0,offshore wind ; wind power ; offshore grid ; wind farms ; offshore wind power
97,0,0,1,"preliminary study, 0.5206, 1, 1 ; green energy, 0.3081, 0, 0 ; energy island, 0.1464, 1, 1",0.6667,1.0,preliminary study ; green energy ; energy island
98,0,0,7,"grid frequency, 0.1676, 3, 9 ; wind farm, 0.1240, 7, 13 ; offshore grid, 0.0712, 5, 8 ; power flow, 0.0707, 4, 4 ; control strategy, 0.0465, 1, 4",0.6381,1.0,grid frequency ; wind farm ; offshore grid ; power flow ; control strategy
99,0,0,2,"data center, 0.2211, 1, 1 ; long term, 0.1949, 0, 0 ; 42 000, 0.1738, 0, 0 ; km coast, 0.1539, 1, 1 ; short term, 0.1446, 0, 0",0.2333,1.0,data center ; long term ; 42 000 ; km coast ; short term
100,0,0,5,"energy island, 0.4112, 1, 1 ; energy islands, 0.2464, 0, 0 ; take place, 0.1681, 1, 2 ; energy system, 0.1314, 1, 1",0.14,0.0,energy island ; energy islands ; take place ; energy system
101,0,0,2,"form basis, 0.3737, 1, 1 ; district heating, 0.1995, 1, 2 ; energy island, 0.1483, 2, 2 ; energy park, 0.1321, 1, 1 ; electricity generation, 0.1208, 1, 1",0.6,1.0,form basis ; district heating ; energy island ; energy park ; electricity generation
102,0,0,1,"rights reserved, 0.9932, 1, 1",1.0,1.0,rights reserved
103,0,1,10,"energy storage, 0.2041, 9, 17 ; storage system, 0.0488, 3, 4 ; power generation, 0.0448, 3, 3 ; energy system, 0.0445, 3, 10 ; power grid, 0.0335, 1, 4",0.4424,1.0,energy storage ; storage system ; power generation ; energy system ; power grid
104,0,0,1,"energy island, 0.9792, 1, 1",1.0,1.0,energy island
105,0,0,6,"offshore grid, 0.3557, 4, 7 ; wave energy, 0.0791, 1, 1 ; coastal offshore, 0.0675, 1, 1 ; one year, 0.0671, 1, 2 ; well known, 0.0609, 0, 0",0.3222,1.0,offshore grid ; wave energy ; coastal offshore ; one year ; well known
106,0,0,1,"short time, 0.6141, 1, 1 ; energy islands, 0.3693, 1, 2",1.0,1.0,short time ; energy islands
107,0,0,1,"elsevier ltd, 0.4324, 1, 1 ; rights reserved, 0.3893, 1, 1 ; energy islands, 0.1497, 0, 0",0.8333,1.0,elsevier ltd ; rights reserved ; energy islands
